reviewTitle	reviewText	reviewRating	reviewDate
1365	Excellent anti allergy filter.  Here are some tips	First off, I use this filter covered by a standard cheap fiberglass filter.  Why?  Because any high quality filter has to stop both the large particles and the smaller ones.  Placing the double filter stops the larger particles in the first layer, allowing the second layer to only have to worry about the smaller particles.With this filter, we get much less dust in the house.  It lasts at least three times longer with the cheap "pre-filter" in place, so there is a little money saved there.Basics:Filters are only doing their job if there are no leaks AND you don't allow them to get clogged.  Once you notice the blower is getting louder, it's time to check things out.  I put duct tape around the outside edges of the filter to make sure there are no leaks.  Leaks of course allow dirt to get into the coil fins, and that is an expensive repair, so don't let that happen.  Dirty filters make suction difficult inside the unit, making the motor work harder and not as much air to move through the system, causing less warm or cool air blowing into the rooms of your house... and possible wear and tear on the motor if left fighting the clogged filter for a long time.	5.0 out of 5 stars	on December 18, 2014
1366	Five Stars	top notch...	5.0 out of 5 stars	on December 16, 2014
1367	Perfect	These work great, great price.	5.0 out of 5 stars	on December 13, 2014
1368	like a filter should	They work, like a filter should.	5.0 out of 5 stars	on December 11, 2014
1369	Four Stars	They work as expected and are easy to install and remove. I will buy again.	4.0 out of 5 stars	on December 10, 2014
1370	Works well for an air filter, but a little pricey	These work fairly well. Air seems to move freely through the filter. Only 3 stars due to the price.	3.0 out of 5 stars	on December 9, 2014
1371	Five Stars	Exactly what was described!	5.0 out of 5 stars	on December 4, 2014
1372	Good Mid-Range Filter at a "Mid-Range" Price	These less-expensive filters (by 3M standards) are of acceptable quality, and may hit the "sweet spot" between price and filtering performance for many users. These do not filter down to the levels that the most expensive 3M filters do (some of these filter particulate matter at such small sizes that they claim to actually reduce odors and filter germs), but they perform reasonably well and are priced reasonably (the finest filters are so expensive that they are almost prohibitive). The quality of them seems reasonably good, although the consistency of the filtering material does not match up to the more expensive filter levels. But if you are looking for a good mid-range filter at a somewhat "mid-range" price, these may fit the bill.	4.0 out of 5 stars	on December 3, 2014
1373	great price! No need to hassle with trying to ...	great price! No need to hassle with trying to find a store with the right size. well purchase again.	5.0 out of 5 stars	on December 3, 2014
1374	Five Stars	Seems to be working well	5.0 out of 5 stars	on December 2, 2014
1375	Perfect for us.	A good buy.	5.0 out of 5 stars	on December 1, 2014
1376	Five Stars	Very happy with everything	5.0 out of 5 stars	on December 1, 2014
1377	The air is our house is so much cleaner now ...	The air is our house is so much cleaner now.  Hopefully I will remember to change it in time and keep it that way.	5.0 out of 5 stars	on December 1, 2014
1378	Five Stars	fair deal	5.0 out of 5 stars	on November 29, 2014
1379	Strong recommendation	Excellent packaging, quality of filter. Gives me confidence as I use it. Its priced reasonably as well. I strong recommend it.	5.0 out of 5 stars	on November 23, 2014
1380	They are slightly to big to fit into a 14x30x1 return.	I bought this pack off of Amazon's warehouse deal site for much less than unopened.  The box I received had been opened and taped back shut, but all of the  individual filters were wrapped and unused.  My main issue arose when I tried to install these filters into the two air returns in my home, it turns out that they are just slightly to large to fit into my 14x30x1 return vents.  I had to bend them slightly then force them into the openings.	2.0 out of 5 stars	on November 23, 2014
1381	awesome	great price and great product	5.0 out of 5 stars	on November 23, 2014
1382	Four Stars	Works good!	4.0 out of 5 stars	on November 21, 2014
1383	Five Stars	No problem with them works very well	5.0 out of 5 stars	on November 20, 2014
1384	Five Stars	Great filters! Last 3 months as advertised	5.0 out of 5 stars	on November 19, 2014
1385	Five Stars	great............thanks	5.0 out of 5 stars	on November 19, 2014
1386	Good Vaule	Very good price for these filters and they arrived quickly. No need to go to Home Depot when they will ship these filters to your home.  Make sure you measure to ensure a good fit.	5.0 out of 5 stars	on November 17, 2014
1387	Couldn't find my size in any hardware store. Not ...	Couldn't find my size in any hardware store.  Not so thick that you strain your system, but certainly clears the air.	5.0 out of 5 stars	on November 16, 2014
1388	Maybe I was way overdue to replace my previous filter ...	Maybe I was way overdue to replace my previous filter but these seem to have made a noticeable difference in the air in our house. They did replace the cheapest fiber filters I've ever seen though. Another lesson learned to always do my own maintenance.	5.0 out of 5 stars	on November 15, 2014
1389	Five Stars	Good filter for home with animals	5.0 out of 5 stars	on November 14, 2014
1390	Cleaner Living	What a great way to buy filters.  We live in a rural area and finding the filters we need isn't always easy.  Not only did I get the right size, the quality is great!  We are very happy with this great buy.	5.0 out of 5 stars	on November 12, 2014
1391	Five Stars	great deal as opposed to buying at home depot where its a lot more $$$	5.0 out of 5 stars	on November 8, 2014
1392	Five Stars	I found this to be the best price for this filter.  It works like a filter should...	5.0 out of 5 stars	on November 5, 2014
1393	just what was needed	just what was needed	5.0 out of 5 stars	on November 3, 2014
1394	Great filters for a great price.	Perfect for my needs and they hold up well.  arrived quickly as well.	5.0 out of 5 stars	on November 2, 2014
1395	Airfilter	An air filter for a furnace	3.0 out of 5 stars	on October 30, 2014
1396	Perfect filter	They fit great, not too restrictive, and we're back up and running!  Not much else to say, perfect product and fitment!	5.0 out of 5 stars	on October 29, 2014
1397	High quality filters for home HVAC systems	Love these filters. They definitely catch a LOT of dust and other airborne particles - so much, in fact, that I find I have to replace the filters every couple of months. Not because the filters are inefficient or defective. Quite the contrary. In fact, it is because they are so well made that they are catching so much junk in the air that circulates in my home. I run my a/c and internal air system fairly constantly, as well, adding to the filtering process.	5.0 out of 5 stars	on October 28, 2014
1398	Five Stars	Product was as advertised.	5.0 out of 5 stars	on October 28, 2014
1399	Five Stars	great product	5.0 out of 5 stars	on October 27, 2014
1400	It's just Ok...	Gets 2 stars...  one for price the other for collecting dust particles.  Durability of these are extremely poor...  not rigid enough to withstand a 3 month duration.  When I replace it, it looks like its going to get sucked up into the system.  Also it makes whistling noises which can be annoying.  I've used Filtrete brand for years and have been extremely happy with there products, but this one just doesn't do it.  I guess you get what you pay for.	2.0 out of 5 stars	on October 25, 2014
1401	Five Stars	good filter, costs effective, I have brand new unopened 2 boxes with me, can Amazon sell this for me, as I had to buy a new a.c unit, these are Not usable for my furnace. Need help in selling.you know what I paid.appreciate help. H. Subramanian 02/11/16	5.0 out of 5 stars	on October 23, 2014
1402	price is good. what more can ya say	decent filter. price is good. what more can ya say?	4.0 out of 5 stars	on October 21, 2014
1403	Five Stars	THANK YOU	5.0 out of 5 stars	on October 21, 2014
1404	Affordable and does the job. Take care in installing ...	Affordable and does the job. Take care in installing with the metal wire on the proper side of the airflow.	5.0 out of 5 stars	on October 20, 2014
1405	Five Stars	Awesome buy. Quick delivery!!!	5.0 out of 5 stars	on October 20, 2014
1406	excellent product, the ductwork of 4 ton central air ...	excellent product, the ductwork of 4 ton central air conditioner is kept clean and allergies are gone each filter lasts about 2 months.	5.0 out of 5 stars	on October 17, 2014
1407	These are great filters. The house seems to smell better	These are great filters.  The house seems to smell better.  My allergies don't seem to bother me much when I use these filters.  Good product.	5.0 out of 5 stars	on October 16, 2014
1408	Five Stars	Nice to have an entire box at the door and not have to run out to the store.	5.0 out of 5 stars	on October 15, 2014
1409	Satisfied! Will repurchase these filters again!	We rent our home and are responsible for changing the furnace filters. I went to change this after 1 month and it was barely covered in dirt! I was amazed because we've gone through a lot of other brands of filters over the past 8 months and non have been this top-notch. I think the label says it will clean the air for up to 3 months, but I changed ours after 1 months. I likely could have left it alone for another month, but I'm not sure it would have made it 3 months. Definitely a great value! Will likely purchase again.	5.0 out of 5 stars	on October 14, 2014
1410	Five Stars	works, well worth the price.	5.0 out of 5 stars	on October 14, 2014
1411	Five Stars	Fit my furnace just right.	5.0 out of 5 stars	on October 11, 2014
1412	Five Stars	Did what it was supposed to do.	5.0 out of 5 stars	on October 8, 2014
1413	Five Stars	LOVE THESE	5.0 out of 5 stars	on October 5, 2014
1414	and they arrived in a sturdy box that protected them from any damage during shipping	Exactly as described, which is exactly what I needed. The price was reasonable, and they arrived in a sturdy box that protected them from any damage during shipping. Will purchase again in six months.	5.0 out of 5 stars	on October 5, 2014
1415	Five Stars	good item.	5.0 out of 5 stars	on October 3, 2014
1416	Works great.	Works great.  Not real thin like some of the others I've used.	5.0 out of 5 stars	on October 2, 2014
1417	Five Stars	Great	5.0 out of 5 stars	on October 1, 2014
